s} (flopped=false)], isPlo=true]
[Hour=88093, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=false)], isPlo=true]
[Hour=88094, Hand=[PokerHand: handType=QUADS {Jd Kh Ks Kd Kc} (flopped=false)], isPlo=true]
[Hour=88095, Hand=[PokerHand: handType=FULL_HOUSE {6c 6d Ah Ad As}], isPlo=false]
[Hour=88096, Hand=[PokerHand: handType=QUADS {Qs Qh Qd Qc Ah} (flopped=false)], isPlo=true]
[Hour=88097, Hand=[PokerHand: handType=QUADS {8h 9d 9c 9h 9s} (flopped=false)], isPlo=true]
[Hour=88098, Hand=[PokerHand: handType=QUADS {Kd Kh Kc Ks Ah} (flopped=false)], isPlo=true]
[Hour=88099, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c Ac} (flopped=false)], isPlo=true]
[Hour=88100, Hand=[PokerHand: handType=QUADS {Jh Jd Jc Js Ah} (flopped=false)], isPlo=true]
[Hour=88101, Hand=[PokerHand: handType=QUADS {6d Ad Ac Ah As} (flopped=false)], isPlo=true]
[Hour=88102, Hand=[PokerHand: handType=QUADS {Ks As Ad Ah Ac}], isPlo=false]
[Hour=88103, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=88104, Hand=[PokerHand: handType=QUADS {8s 8c 8d 8h Tc} (flopped=false)], isPlo=true]
[Hour=88105, Hand=[PokerHand: handType=QUADS {5s Jc Jd Jh Js} (flopped=false)], isPlo=true]
[Hour=88106, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=88107, Hand=null, isPlo=null]
[Hour=88108, Hand=[PokerHand: handType=FULL_HOUSE {4h 4c As Ah Ad}], isPlo=false]
[Hour=88109, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7h 8h 9h Th Jh} (flopped=false)], isPlo=true]
[Hour=88110, Hand=[PokerHand: handType=QUADS {9h Kh Kc Ks Kd} (flopped=false)], isPlo=true]
[Hour=88111, Hand=[PokerHand: handType=QUADS {Td Kh Ks Kc Kd} (flopped=false)], isPlo=true]
[Hour=88112, Hand=[PokerHand: handType=FULL_HOUSE {9c 9s Ac Ad As}], isPlo=false]
[Hour=88113, Hand=[PokerHand: handType=QUADS {8d 8s 8c 8h Ks} (flopped=false)], isPlo=true]
[Hour=88114, Hand=[PokerHand: handType=QUADS {5h Ts Th Td Tc} (flopped=false)], isPlo=true]
[Hour=88115, Hand=[PokerHand: handType=QUADS {Kd Ad Ah Ac As} (flopped=false)], isPlo=true]
[Hour=88116, Hand=[PokerHand: handType=QUADS {3h 3s 3c 3d Kd}], isPlo=false]
[Hour=88117, Hand=[PokerHand: handType=QUADS {2s 2c 2d 2h 9h}], isPlo=false]
[Hour=88118, Hand=[PokerHand: handType=QUADS {Jd Jc Js Jh Qs}], isPlo=false]
[Hour=88119, Hand=[PokerHand: handType=QUADS {Qc Qh Qd Qs Kc} (flopped=false)], isPlo=true]
[Hour=88120, Hand=[PokerHand: handType=FULL_HOUSE {4h 4s 4d 7c 7s}], isPlo=false]
[Hour=88121, Hand=[PokerHand: handType=QUADS {9c 9s 9d 9h Ks} (flopped=false)], isPlo=true]
[Hour=88122, Hand=[PokerHand: handType=QUADS {Js Jh Jd Jc Qs} (flopped=true)], isPlo=true]
[Hour=88123, Hand=[PokerHand: handType=QUADS {8h Td Tc Ts Th} (flopped=false)], isPlo=true]
[Hour=88124, Hand=[PokerHand: handType=FULL_HOUSE {3h 3c 6h 6c 6d}], isPlo=false]
[Hour=88125, Hand=[PokerHand: handType=QUADS {Ts Td Tc Th Ah} (flopped=true)], isPlo=true]
[Hour=88126, Hand=[PokerHand: handType=FULL_HOUSE {2s 2d 2c 4h 4s}], isPlo=false]
[Hour=88127, Hand=[PokerHand: handType=QUADS {Ts Td Th Tc Kh} (flopped=false)], isPlo=true]
[Hour=88128, Hand=[PokerHand: handType=FULL_HOUSE {7s 7c Th Tc Ts}], isPlo=false]
[Hour=88129, Hand=[PokerHand: handType=QUADS {Qs Ac Ad As Ah}], isPlo=false]
[Hour=88130, Hand=[PokerHand: handType=FULL_HOUSE {9s 9h Tc Td Ts}], isPlo=false]
[Hour=88131, Hand=[PokerHand: handType=QUADS {Kc Ah Ac As Ad} (flopped=false)], isPlo=true]
[Hour=88132, Hand=null, isPlo=null]
[Hour=88133, Hand=null, isPlo=null]
[Hour=88134, Hand=[PokerHand: handType=FULL_HOUSE {5s 5d 6d 6s 6c}], isPlo=false]
[Hour=88135, Hand=[PokerHand: handType=QUADS {Jc Js Jh Jd Qh}], isPlo=false]
[Hour=88136, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=88137, Hand=[PokerHand: handType=QUADS {Js Ac Ad As Ah} (flopped=false)], isPlo=true]
[Hour=88138, Hand=[PokerHand: handType=QUADS {5d Tc Ts Th Td}], isPlo=false]
[Hour=88139, Hand=[PokerHand: handType=QUADS {3h 3d 3c 3s Ts}], isPlo=false]
[Hour=88140, Hand=[PokerHand: handType=QUADS {3s 3d 3h 3c As}], isPlo=false]
[Hour=88141, Hand=[PokerHand: handType=QUADS {Qs Qd Qc Qh Ah} (flopped=false)], isPlo=true]
[Hour=88142, Hand=[PokerHand: handType=FULL_HOUSE {Kh Ks Ac Ah As}], isPlo=false]
[Hour=88143, Hand=[PokerHand: handType=QUADS {Js Jd Jh Jc Kc} (flopped=false)], isPlo=true]
[Hour=88144, Hand=[PokerHand: handType=QUADS {Td Jc Js Jd Jh}], isPlo=false]
[Hour=88145, Hand=[PokerHand: handType=FULL_HOUSE {Kd Kh As Ac Ah}], isPlo=false]
[Hour=88146, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4d 5d 6d 7d 8d} (flopped=false)], isPlo=true]
[Hour=88147, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=false)], isPlo=true]
[Hour=88148, Hand=[PokerHand: handType=FULL_HOUSE {Qc Qd Qs Kd Kc}], isPlo=false]
[Hour=88149, Hand=[PokerHand: handType=QUADS {Th Ac Ah Ad As}], isPlo=false]
[Hour=88150, Hand=[PokerHand: handType=QUADS {Jh Jc Jd Js Ah} (flopped=false)], isPlo=true]
[Hour=88151, Hand=[PokerHand: handType=QUADS {8s 8h 8c 8d Jh} (flopped=false)], isPlo=true]
[Hour=88152, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jd Kc Ks Kh}], isPlo=false]
[Hour=88153, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Qh Qd Qs}], isPlo=false]
[Hour=88154, Hand=[PokerHand: handType=FULL_HOUSE {6d 6c Kd Kh Kc}], isPlo=false]
[Hour=88155, Hand=[PokerHand: handType=FULL_HOUSE {2c 2s Th Tc Td}], isPlo=false]
[Hour=88156, Hand=[PokerHand: handType=QUADS {Kh As Ac Ad Ah} (flopped=false)], isPlo=true]
[Hour=88157, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=88158, Hand=[PokerHand: handType=FULL_HOUSE {5c 5s Ah As Ac}], isPlo=false]
[Hour=88159, Hand=[PokerHand: handType=FULL_HOUSE {6c 6h 6d 7c 7h}], isPlo=false]
[Hour=88160, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=88161, Hand=[PokerHand: handType=QUADS {9c Ad Ah Ac As} (flopped=true)], isPlo=true]
[Hour=88162, Hand=[PokerHand: handType=QUADS {9d Jd Js Jh Jc} (flopped=false)], isPlo=true]
[Hour=88163, Hand=[PokerHand: handType=FULL_HOUSE {2s 2c 2d 3d 3s}], isPlo=false]
[Hour=88164, Hand=[PokerHand: handType=QUADS {Qs Kh Kc Ks Kd} (flopped=false)], isPlo=true]
[Hour=88165, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3s 4s 5s 6s 7s}], isPlo=false]
[Hour=88166, Hand=[PokerHand: handType=QUADS {8s Qc Qd Qs Qh} (flopped=true)], isPlo=true]
[Hour=88167, Hand=[PokerHand: handType=QUADS {9h 9d 9s 9c Ks} (flopped=false)], isPlo=true]
[Hour=88168, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=88169, Hand=[PokerHand: handType=QUADS {9d Kh Kc Ks Kd} (flopped=true)], isPlo=true]
[Hour=88170, Hand=[PokerHand: handType=QUADS {Jd Jc Jh Js Ah} (flopped=false)], isPlo=true]
[Hour=88171, Hand=[PokerHand: handType=QUADS {8c Td Ts Th Tc} (flopped=false)], isPlo=true]
[Hour=88172, Hand=[PokerHand: handType=QUADS {Qd Qc Qs Qh Ah} (flopped=false)], isPlo=true]
[Hour=88173, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c} (flopped=false)], isPlo=true]
[Hour=88174, Hand=[PokerHand: handType=FULL_HOUSE {2h 2d Jh Jd Js}], isPlo=false]
[Hour=88175, Hand=[PokerHand: handType=QUADS {7h 8h 8d 8s 8c} (flopped=false)], isPlo=true]
[Hour=88176, Hand=[PokerHand: handType=FULL_HOUSE {Th Td Jd Jh Js}], isPlo=false]
[Hour=88177, Hand=[PokerHand: handType=QUADS {9c 9h 9d 9s Ks}], isPlo=false]
[Hour=88178, Hand=[PokerHand: handType=QUADS {6c 6h 6s 6d Kc}], isPlo=false]
[Hour=88179, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=88180, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th}], isPlo=false]
[Hour=88181, Hand=[PokerHand: handType=QUADS {8c 8h 8s 8d 9h} (flopped=false)], isPlo=true]
[Hour=88182, Hand=[PokerHand: handType=QUADS {Kc Ad Ah Ac As} (flopped=true)], isPlo=true]
[Hour=88183, Hand=[PokerHand: handType=QUADS {9c 9s 9d 9h Ah}], isPlo=false]
[Hour=88184, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=88185, Hand=[PokerHand: handType=QUADS {Th Ts Tc Td Kc}], isPlo=false]
[Hour=88186, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=88187, Hand=[PokerHand: handType=FULL_HOUSE {5h 5c Jh Jc Jd}], isPlo=false]
[Hour=88188, Hand=[PokerHand: handType=FULL_HOUSE {5h 5s Kd Kc Kh}], isPlo=false]
[Hour=88189, Hand=[PokerHand: handType=FULL_HOUSE {3s 3c 3d 4d 4s}], isPlo=false]
[Hour=88190, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=true)], isPlo=true]
[Hour=88191, Hand=[PokerHand: handType=FULL_HOUSE {7d 7s Ks Kh Kc}], isPlo=false]
[Hour=88192, Hand=[PokerHand: handType=QUADS {Qc Qh Qs Qd Kc} (flopped=false)], isPlo=true]
[Hour=88193, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=88194, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=true)], isPlo=true]
[Hour=88195, Hand=[PokerHand: handType=FULL_HOUSE {Qc Qh Kc Kh Kd}], isPlo=false]
[Hour=88196, Hand=[PokerHand: handType=QUADS {9h 9c 9d 9s Tc} (flopped=false)], isPlo=true]
[Hour=88197, Hand=[PokerHand: handType=QUADS {Js Jd Jc Jh Ks}], isPlo=false]
[Hour=88198, Hand=[PokerHand: handType=QUADS {8h 8s 8c 8d Kd} (flopped=true)], isPlo=true]
[Hour=88199, Hand=[PokerHand: handType=QUADS {7c Qs Qd Qh Qc} (flopped=false)], isPlo=true]
[Hour=88200, Hand=[PokerHand: handType=QUADS {7h Qs Qd Qc Qh} (flopped=false)], isPlo=true]
[Hour=88201, Hand=[PokerHand: handType=QUADS {8c 8d 8s 8h Ts} (flopped=false)], isPlo=true]
[Hour=88202, Hand=[PokerHand: handType=QUADS {9s Qh Qc Qd Qs}], isPlo=false]
[Hour=88203, Hand=[PokerHand: handType=FULL_HOUSE {6h 6c Td Ts Th}], isPlo=false]
[Hour=88204, Hand=[PokerHand: handType=QUADS {8c 8s 8h 8d Jd} (flopped=false)], isPlo=true]
[Hour=88205, Hand=[PokerHand: handType=FULL_HOUSE {9d 9c Ad Ah Ac}], isPlo=false]
[Hour=88206, Hand=[PokerHand: handType=FULL_HOUSE {7c 7h 7d 9c 9s}], isPlo=false]
[Hour=88207, Hand=[PokerHand: handType=QUADS {9d Kc Kd Kh Ks} (flopped=false)], isPlo=true]
[Hour=88208, Hand=[PokerHand: handType=FULL_HOUSE {Jc Js Qc Qd Qh}], isPlo=false]
[Hour=88209, Hand=[PokerHand: handType=QUADS {Js Jh Jd Jc Ad} (flopped=false)], isPlo=true]
[Hour=88210, Hand=[PokerHand: handType=FULL_HOUSE {8d 8s 8h Js Jh}], isPlo=false]
[Hour=88211, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c} (flopped=false)], isPlo=true]
[Hour=88212, Hand=[PokerHand: handType=QUADS {Ts Tc Td Th Ks} (flopped=false)], isPlo=true]
[Hour=88213, Hand=[PokerHand: handType=QUADS {9h Ks Kd Kh Kc} (flopped=false)], isPlo=true]
[Hour=88214, Hand=[PokerHand: handType=QUADS {8h Ks Kc Kh Kd} (flopped=false)], isPlo=true]
[Hour=88215, Hand=[PokerHand: handType=FULL_HOUSE {4d 4h Qh Qd Qc}], isPlo=false]
[Hour=88216, Hand=[PokerHand: handType=QUADS {Qs Kh Ks Kc Kd} (flopped=false)], isPlo=true]
[Hour=88217, Hand=[PokerHand: handType=QUADS {Kh Kd Kc Ks Ah} (flopped=false)], isPlo=true]
[Hour=88218, Hand=[PokerHand: handType=FULL_HOUSE {9c 9s Ad Ac As}], isPlo=false]
[Hour=88219, Hand=[PokerHand: handType=FULL_HOUSE {7d 7h Kh Kc Ks}], isPlo=false]
[Hour=88220, Hand=[PokerHand: handType=FULL_HOUSE {Jd Jh Qh Qc Qs}], isPlo=false]
[Hour=88221, Hand=[PokerHand: handType=FULL_HOUSE {8s 8d Jc Js Jd}], isPlo=false]
[Hour=88222, Hand=[PokerHand: handType=QUADS {Ts Th Td Tc Ah} (flopped=false)], isPlo=true]
[Hour=88223, Hand=[PokerHand: handType=QUADS {8s 8h 8c 8d Kd} (flopped=false)], isPlo=true]
[Hour=88224, Hand=[PokerHand: handType=FULL_HOUSE {Td Tc Jc Js Jh}], isPlo=false]
[Hour=88225, Hand=[PokerHand: handType=FULL_HOUSE {6h 6d Jc Js Jh}], isPlo=false]
[Hour=88226, Hand=[PokerHand: handType=FULL_HOUSE {8s 8d 8c Tc Td}], isPlo=false]
[Hour=88227, Hand=[PokerHand: handType=FULL_HOUSE {5c 5h 5d Tc Td}], isPlo=false]
[Hour=88228, Hand=[PokerHand: handType=QUADS {Js Jc Jd Jh Qs} (flopped=false)], isPlo=true]
[Hour=88229, Hand=[PokerHand: handType=QUADS {8s 8h 8d 8c Kc}], isPlo=false]
[Hour=88230, Hand=[PokerHand: handType=QUADS {Js Qd Qh Qs Qc} (flopped=false)], isPlo=true]
[Hour=88231, Hand=[PokerHand: handType=QUADS {Jd As Ah Ad Ac} (flopped=false)], isPlo=true]
[Hour=88232, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=88233, Hand=[PokerHand: handType=FULL_HOUSE {Js Jd Kh Ks Kc}], isPlo=false]
[Hour=88234, Hand=[PokerHand: handType=FULL_HOUSE {6d 6h Kd Kh Kc}], isPlo=false]
[Hour=88235, Hand=[PokerHand: handType=QUADS {5s Ad Ah As Ac}], isPlo=false]
[Hour=88236, Hand=null, isPlo=null]
[Hour=88237, Hand=[PokerHand: handType=FULL_HOUSE {Th Tc Js Jh Jd}], isPlo=false]
[Hour=88238, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=88239, Hand=[PokerHand: handType=QUADS {9d Ah Ad Ac As} (flopped=false)], isPlo=true]
[Hour=88240, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c} (flopped=false)], isPlo=true]
[Hour=88241, Hand=[PokerHand: handType=FULL_HOUSE {2c 2s 9h 9c 9s}], isPlo=false]
[Hour=88242, Hand=[PokerHand: handType=QUADS {8h 8d 8c 8s Ts} (flopped=true)], isPlo=true]
[Hour=88243, Hand=[PokerHand: handType=QUADS {Qc Qs Qd Qh Ad} (flopped=false)], isPlo=true]
[Hour=88244, Hand=[PokerHand: handType=QUADS {9d Qd Qh Qc Qs} (flopped=false)], isPlo=true]
[Hour=88245, Hand=[PokerHand: handType=QUADS {8s Jc Js Jh Jd} (flopped=false)], isPlo=true]
[Hour=88246, Hand=[PokerHand: handType=QUADS {7d Js Jc Jh Jd} (flopped=false)], isPlo=true]
[Hour=88247, Hand=[PokerHand: handType=QUADS {7d 7c 7s 7h Ah} (flopped=false)], isPlo=true]
[Hour=88248, Hand=[PokerHand: handType=QUADS {8d 8h 8c 8s Ac} (flopped=false)], isPlo=true]
[Hour=88249, Hand=[PokerHand: handType=QUADS {5s 5c 5d 5h Qh}], isPlo=false]
[Hour=88250, Hand=[PokerHand: handType=QUADS {8h 8d 8c 8s Kd}], isPlo=false]
[Hour=88251, Hand=[PokerHand: handType=QUADS {Td Js Jd Jc Jh} (flopped=false)], isPlo=true]
[Hour=88252, Hand=[PokerHand: handType=FULL_HOUSE {6s 6d 6h 9h 9d}], isPlo=false]
[Hour=88253, Hand=[PokerHand: handType=QUADS {9c 9d 9h 9s Qc} (flopped=false)], isPlo=true]
[Hour=88254, Hand=[PokerHand: handType=FULL_HOUSE {4d 4c Kc Kh Ks}], isPlo=false]
[Hour=88255, Hand=[PokerHand: handType=FULL_HOUSE {5d 5s Td Tc Th}], isPlo=false]
[Hour=88256, Hand=[PokerHand: handType=FULL_HOUSE {4d 4s Js Jd Jh}], isPlo=false]
[Hour=88257, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jh Qd Qh Qs}], isPlo=false]
[Hour=88258, Hand=[PokerHand: handType=FULL_HOUSE {8c 8h 9h 9c 9s}], isPlo=false]
[Hour=88259, Hand=[PokerHand: handType=FULL_HOUSE {9h 9s Ad Ac As}], isPlo=false]
[Hour=88260, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c}], isPlo=false]
[Hour=88261, Hand=[PokerHand: handType=FULL_HOUSE {5s 5c As Ah Ad}], isPlo=false]
[Hour=88262, Hand=[PokerHand: handType=QUADS {Jh Kd Ks Kc Kh} (flopped=false)], isPlo=true]
[Hour=88263, Hand=[PokerHand: handType=QUADS {Th Tc Ts Td Qs} (flopped=false)], isPlo=true]
[Hour=88264, Hand=[PokerHand: handType=QUADS {6c 6d 6s 6h 9d}], isPlo=false]
[Hour=88265, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=88266, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4d 5d 6d 7d 8d} (flopped=false)], isPlo=true]
[Hour=88267, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c Ac} (flopped=false)], isPlo=true]
[Hour=88268, Hand=[PokerHand: handType=QUADS {5h 5s 5c 5d Js}], isPlo=false]
[Hour=88269, Hand=[PokerHand: handType=FULL_HOUSE {Tc Ts Kc Kh Ks}], isPlo=false]
[Hour=88270, Hand=[PokerHand: handType=QUADS {Js Jc Jd Jh As}], isPlo=false]
[Hour=88271, Hand=[PokerHand: handType=QUADS {Kd Ac Ah As Ad} (flopped=true)], isPlo=true]
[Hour=88272, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3s 4s 5s 6s 7s} (flopped=false)], isPlo=true]
[Hour=88273, Hand=[PokerHand: handType=QUADS {6d 6s 6h 6c Jc}], isPlo=false]
[Hour=88274, Hand=[PokerHand: handType=FULL_HOUSE {2d 2h Qh Qd Qc}], isPlo=false]
[Hour=88275, Hand=[PokerHand: handType=FULL_HOUSE {9s 9d Kd Kc Kh}], isPlo=false]
[Hour=88276, Hand=[PokerHand: handType=QUADS {9h 9d 9c 9s Ad} (flopped=false)], isPlo=true]
[Hour=88277, Hand=[PokerHand: handType=QUADS {2s 2d 2h 2c Ts}], isPlo=false]
[Hour=88278, Hand=[PokerHand: handType=QUADS {8d 8c 8h 8s Kh} (flopped=false)], isPlo=true]
[Hour=88279, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=88280, Hand=[PokerHand: handType=QUADS {Ks Kc Kh Kd Ac} (flopped=false)], isPlo=true]
[Hour=88281, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=88282, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c Ac} (flopped=false)], isPlo=true]
[Hour=88283, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc}], isPlo=false]
[Hour=88284, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=88285, Hand=null, isPlo=null]
[Hour=88286, Hand=[PokerHand: handType=QUADS {8c Js Jc Jh Jd} (flopped=false)], isPlo=true]
[Hour=88287, Hand=[PokerHand: handType=QUADS {Jh Ks Kd Kh Kc} (flopped=false)], isPlo=true]
[Hour=88288, Hand=[PokerHand: handType=QUADS {6h Ts Td Tc Th} (flopped=false)], isPlo=true]
[Hour=88289, Hand=[PokerHand: handType=FULL_HOUSE {6h 6s Ad As Ah}], isPlo=false]
[Hour=88290, Hand=[PokerHand: handType=QUADS {8s 8h 8c 8d Td} (flopped=false)], isPlo=true]
[Hour=88291, Hand=[PokerHand: handType=FULL_HOUSE {4s 4c 8d 8h 8c}], isPlo=false]
[Hour=88292, Hand=[PokerHand: handType=QUADS {Jc Js Jh Jd As} (flopped=false)], isPlo=true]
[Hour=88293, Hand=[PokerHand: handType=QUADS {8h 8c 8d 8s As}], isPlo=false]
[Hour=88294, Hand=[PokerHand: handType=FULL_HOUSE {6c 6d Qd Qs Qc}], isPlo=false]
[Hour=88295, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h Ah} (flopped=false)], isPlo=true]
[Hour=88296, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=88297, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=88298, Hand=[PokerHand: handType=FULL_HOUSE {7s 7c Tc Th Td}], isPlo=false]
[Hour=88299, Hand=[PokerHand: handType=QUADS {Tc Js Jc Jh Jd} (flopped=false)], isPlo=true]
[Hour=88300, Hand=[PokerHand: handType=FULL_HOUSE {Jd Jc Qs Qh Qd}], isPlo=false]
[Hour=88301, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=88302, Hand=[PokerHand: handType=QUADS {7c 7h 7d 7s Ad} (flopped=false)], isPlo=true]
[Hour=88303, Hand=[PokerHand: handType=QUADS {Ks Ac As Ah Ad} (flopped=false)], isPlo=true]
[Hour=88304, Hand=[PokerHand: handType=QUADS {Tc Kh Kc Kd Ks} (flopped=false)], isPlo=true]
[Hour=88305, Hand=[PokerHand: handType=QUADS {9h Qh Qc Qd Qs} (flopped=false)], isPlo=true]
[Hour=88306, Hand=[PokerHand: handType=QUADS {Kd Kc Kh Ks Ah}], isPlo=false]
[Hour=88307, Hand=[PokerHand: handType=FULL_HOUSE {9s 9d Tc Td Th}], isPlo=false]
[Hour=88308, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Qc Qh Qd}], isPlo=false]
[Hour=88309, Hand=[PokerHand: handType=FULL_HOUSE {4c 4d 4h Kd Ks}], isPlo=false]
[Hour=88310, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=88311, Hand=[PokerHand: handType=QUADS {Jc Jd Jh Js Ac}], isPlo=false]
[Hour=88312, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=88313, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh}], isPlo=false]
[Hour=88314, Hand=[PokerHand: handType=FULL_HOUSE {2d 2c 2h Ks Kh}], isPlo=false]
[Hour=88315, Hand=[PokerHand: handType=QUADS {Tc Th Td Ts Ks}], isPlo=false]
[Hour=88316, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h}], isPlo=false]
[Hour=88317, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=88318, Hand=[PokerHand: handType=QUADS {8c As Ah Ad Ac} (flopped=false)], isPlo=true]
[Hour=88319, Hand=[PokerHand: handType=FULL_HOUSE {Ts Tc Jc Jh Js}], isPlo=false]
[Hour=88320, Hand=[PokerHand: handType=FULL_HOUSE {3s 3c 8h 8d 8s}], isPlo=false]
[Hour=88321, Hand=[PokerHand: handType=FULL_HOUSE {Td Th Ts Qh Qs}], isPlo=false]
[Hour=88322, Hand=[PokerHand: handType=QUADS {8c Js Jh Jd Jc}], isPlo=false]
[Hour=88323, Hand=null, isPlo=null]
[Hour=88324, Hand=[PokerHand: handType=FULL_HOUSE {7c 7h Qc Qs Qd}], isPlo=false]
[Hour=88325, Hand=[PokerHand: handType=FULL_HOUSE {Jd Jc Kh Ks Kd}], isPlo=false]
[Hour=88326, Hand=[PokerHand: handType=QUADS {Th Ts Td Tc Ks} (flopped=false)], isPlo=true]
[Hour=88327, Hand=[PokerHand: handType=QUADS {Kc Ac Ad Ah As}], isPlo=false]
[Hour=88328, Hand=[PokerHand: handType=QUADS {8d Qd Qc Qh Qs}], isPlo=false]
[Hour=88329, Hand=[PokerHand: handType=FULL_HOUSE {2d 2s 2h Ac Ad}], isPlo=false]
[Hour=88330, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=88331, Hand=[PokerHand: handType=QUADS {Qd Qs Qc Qh As} (flopped=false)], isPlo=true]
[Hour=88332, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=88333, Hand=[PokerHand: handType=FULL_HOUSE {Ts Tc Kd Kh Kc}], isPlo=false]
[Hour=88334, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs}], isPlo=false]
[Hour=88335, Hand=[PokerHand: handType=FULL_HOUSE {4s 4h 6h 6s 6d}], isPlo=false]
[Hour=88336, Hand=[PokerHand: handType=QUADS {Qh Qs Qd Qc Kc} (flopped=false)], isPlo=true]
[Hour=88337, Hand=[PokerHand: handType=FULL_HOUSE {7s 7d Td Th Tc}], isPlo=false]
[Hour=88338, Hand=[PokerHand: handType=QUADS {Kc Kh Kd Ks As} (flopped=false)], isPlo=true]
