C:\Users\Genevieve\.jdks\openjdk-15.0.1\bin\java.exe "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA 2020.2.3\lib\idea_rt.jar=55373:C:\Program Files\JetBrains\IntelliJ IDEA 2020.2.3\bin" -Dfile.encoding=UTF-8 -classpath C:\Users\Genevieve\Desktop\PokerHighHandSimulator\out\production\PokerHighHandSimulator;C:\Users\Genevieve\Desktop\commons-cli-1.5.0.jar main.Main --simulationDuration 10000 --numHandsPerHour 25 --highHandMinimumQualifier 22233 --highHandDuration 1 --numNlhTables 1 --numPloTables 1 --numPlayersPerTable 8 --ploHighHandMinimumQualifier 5555A --noPloFlopRestriction
================ HighHandSimulator ================
numNlhTables=1
numPloTables=1
numHandsPerHour=25
numPlayersPerTable=8
simulationDuration=PT10000H
highHand=[HighHand: nlhMinimumQualifyingHand=[PokerHand: handType=FULL_HOUSE {2 2 2 3 3}], ploMinimumQualifyingHand=[PokerHand: handType=QUADS {5 5 5 5 A}], highHandPeriod=PT1H]
[Hour=234, Hand=[PokerHand: handType=QUADS {5s 5d 5c 5h Th} (flopped=false)], isPlo=true]
[Hour=235, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=236, Hand=[PokerHand: handType=FULL_HOUSE {5d 5c 5h Jd Jh}], isPlo=false]
[Hour=237, Hand=[PokerHand: handType=QUADS {Kd As Ah Ad Ac} (flopped=false)], isPlo=true]
[Hour=238, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=239, Hand=[PokerHand: handType=QUADS {Th Ac As Ad Ah}], isPlo=false]
[Hour=240, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4c 5c 6c 7c 8c}], isPlo=false]
[Hour=241, Hand=[PokerHand: handType=QUADS {9c Kd Kc Ks Kh} (flopped=false)], isPlo=true]
[Hour=242, Hand=[PokerHand: handType=FULL_HOUSE {2c 2s Jh Jd Jc}], isPlo=false]
[Hour=243, Hand=[PokerHand: handType=QUADS {Jd Ac As Ah Ad} (flopped=false)], isPlo=true]
[Hour=244, Hand=[PokerHand: handType=QUADS {Js Jd Jh Jc Kh} (flopped=false)], isPlo=true]
[Hour=245, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=246, Hand=[PokerHand: handType=FULL_HOUSE {6d 6s As Ad Ah}], isPlo=false]
[Hour=247, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
[Hour=248, Hand=[PokerHand: handType=QUADS {Td Qh Qs Qd Qc} (flopped=true)], isPlo=true]
[Hour=249, Hand=[PokerHand: handType=QUADS {Qs Qh Qc Qd Ad} (flopped=false)], isPlo=true]
[Hour=250, Hand=[PokerHand: handType=QUADS {7d Jd Jc Jh Js} (flopped=false)], isPlo=true]
[Hour=251, Hand=[PokerHand: handType=QUADS {5h 7h 7d 7c 7s} (flopped=false)], isPlo=true]
[Hour=252, Hand=[PokerHand: handType=QUADS {7c 7s 7h 7d 9s} (flopped=true)], isPlo=true]
[Hour=253, Hand=[PokerHand: handType=QUADS {8s Kd Kh Ks Kc}], isPlo=false]
[Hour=254, Hand=[PokerHand: handType=FULL_HOUSE {2s 2d 4h 4d 4c}], isPlo=false]
[Hour=255, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Ad As Ah}], isPlo=false]
[Hour=256, Hand=[PokerHand: handType=QUADS {Ks Ac Ad Ah As} (flopped=false)], isPlo=true]
[Hour=257, Hand=[PokerHand: handType=FULL_HOUSE {2s 2h Js Jd Jh}], isPlo=false]
[Hour=258, Hand=[PokerHand: handType=QUADS {Qs Kd Kh Kc Ks} (flopped=false)], isPlo=true]
[Hour=259, Hand=[PokerHand: handType=QUADS {6d 6c 6h 6s 9c} (flopped=false)], isPlo=true]
[Hour=260, Hand=[PokerHand: handType=FULL_HOUSE {4c 4d Ac Ah Ad}], isPlo=false]
[Hour=261, Hand=[PokerHand: handType=FULL_HOUSE {5s 5d 9c 9s 9d}], isPlo=false]
[Hour=262, Hand=[PokerHand: handType=FULL_HOUSE {9c 9s 9d Kd Kc}], isPlo=false]
[Hour=263, Hand=[PokerHand: handType=QUADS {6s 6c 6h 6d 8s} (flopped=false)], isPlo=true]
[Hour=264, Hand=[PokerHand: handType=QUADS {9d Js Jd Jc Jh}], isPlo=false]
[Hour=265, Hand=[PokerHand: handType=QUADS {7s 7h 7c 7d 9c} (flopped=false)], isPlo=true]
[Hour=266, Hand=[PokerHand: handType=QUADS {9d 9s 9c 9h Jd} (flopped=false)], isPlo=true]
[Hour=267, Hand=[PokerHand: handType=QUADS {7d 7s 7c 7h Jc} (flopped=false)], isPlo=true]
[Hour=268, Hand=[PokerHand: handType=QUADS {Ts Th Td Tc Qh} (flopped=false)], isPlo=true]
[Hour=269, Hand=[PokerHand: handType=FULL_HOUSE {7d 7h Ad Ac Ah}], isPlo=false]
[Hour=270, Hand=[PokerHand: handType=QUADS {9h Ts Tc Th Td} (flopped=false)], isPlo=true]
[Hour=271, Hand=[PokerHand: handType=QUADS {Td Tc Th Ts Jd} (flopped=true)], isPlo=true]
[Hour=272, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=273, Hand=[PokerHand: handType=QUADS {5s 5c 5h 5d 6c} (flopped=false)], isPlo=true]
[Hour=274, Hand=[PokerHand: handType=FULL_HOUSE {8c 8s 8h Ks Kd}], isPlo=false]
[Hour=275, Hand=[PokerHand: handType=FULL_HOUSE {5d 5c As Ad Ah}], isPlo=false]
[Hour=276, Hand=[PokerHand: handType=QUADS {6c 6d 6s 6h 9h}], isPlo=false]
[Hour=277, Hand=[PokerHand: handType=QUADS {5c 5d 5h 5s 9h} (flopped=false)], isPlo=true]
[Hour=278, Hand=[PokerHand: handType=QUADS {9c 9d 9s 9h Tc} (flopped=false)], isPlo=true]
[Hour=279, Hand=[PokerHand: handType=FULL_HOUSE {6h 6d Qc Qh Qd}], isPlo=false]
[Hour=280, Hand=[PokerHand: handType=QUADS {7d 7c 7s 7h 8c} (flopped=false)], isPlo=true]
[Hour=281, Hand=[PokerHand: handType=QUADS {6d 6h 6c 6s 9c} (flopped=false)], isPlo=true]
[Hour=282, Hand=[PokerHand: handType=FULL_HOUSE {2s 2c As Ah Ac}], isPlo=false]
[Hour=283, Hand=[PokerHand: handType=QUADS {Td Tc Th Ts Jh} (flopped=false)], isPlo=true]
[Hour=284, Hand=[PokerHand: handType=QUADS {6h 6s 6c 6d 8s} (flopped=true)], isPlo=true]
[Hour=285, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=286, Hand=[PokerHand: handType=QUADS {9d Ac Ah Ad As} (flopped=false)], isPlo=true]
[Hour=287, Hand=[PokerHand: handType=QUADS {9c Ts Th Td Tc} (flopped=false)], isPlo=true]
[Hour=288, Hand=[PokerHand: handType=QUADS {8d Ad Ah As Ac}], isPlo=false]
[Hour=289, Hand=[PokerHand: handType=QUADS {Ks Kd Kh Kc Ad} (flopped=true)], isPlo=true]
[Hour=290, Hand=[PokerHand: handType=QUADS {6d Ah As Ac Ad}], isPlo=false]
[Hour=291, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=292, Hand=[PokerHand: handType=FULL_HOUSE {Th Ts Td Kh Kd}], isPlo=false]
[Hour=293, Hand=[PokerHand: handType=QUADS {Td Qh Qd Qc Qs}], isPlo=false]
[Hour=294, Hand=[PokerHand: handType=QUADS {Jd Js Jc Jh Ah}], isPlo=false]
[Hour=295, Hand=null, isPlo=null]
[Hour=296, Hand=[PokerHand: handType=FULL_HOUSE {3h 3c 3d 6d 6c}], isPlo=false]
[Hour=297, Hand=[PokerHand: handType=QUADS {9s Js Jh Jc Jd} (flopped=false)], isPlo=true]
[Hour=298, Hand=[PokerHand: handType=QUADS {Jd Js Jc Jh Qd}], isPlo=false]
[Hour=299, Hand=[PokerHand: handType=QUADS {6s 6h 6c 6d 7c} (flopped=false)], isPlo=true]
[Hour=300, Hand=[PokerHand: handType=QUADS {Qd Kd Ks Kh Kc} (flopped=false)], isPlo=true]
[Hour=301, Hand=[PokerHand: handType=QUADS {8c Jc Js Jh Jd}], isPlo=false]
[Hour=302, Hand=[PokerHand: handType=QUADS {Jh Jd Js Jc Qc} (flopped=false)], isPlo=true]
[Hour=303, Hand=[PokerHand: handType=FULL_HOUSE {7h 7c 8h 8c 8s}], isPlo=false]
[Hour=304, Hand=[PokerHand: handType=QUADS {5h 5d 5c 5s 9d} (flopped=false)], isPlo=true]
[Hour=305, Hand=[PokerHand: handType=QUADS {Js Jh Jd Jc Kh} (flopped=false)], isPlo=true]
[Hour=306, Hand=[PokerHand: handType=QUADS {8h Th Tc Td Ts} (flopped=false)], isPlo=true]
[Hour=307, Hand=[PokerHand: handType=QUADS {7s As Ah Ac Ad} (flopped=true)], isPlo=true]
[Hour=308, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=309, Hand=[PokerHand: handType=QUADS {6c Jc Jd Jh Js} (flopped=false)], isPlo=true]
[Hour=310, Hand=[PokerHand: handType=QUADS {Jh Jd Js Jc Qs} (flopped=false)], isPlo=true]
[Hour=311, Hand=[PokerHand: handType=FULL_HOUSE {5d 5s Jd Js Jh}], isPlo=false]
[Hour=312, Hand=[PokerHand: handType=QUADS {Js Jd Jh Jc As}], isPlo=false]
[Hour=313, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd}], isPlo=false]
[Hour=314, Hand=[PokerHand: handType=QUADS {6c 7c 7s 7d 7h} (flopped=false)], isPlo=true]
[Hour=315, Hand=[PokerHand: handType=QUADS {5c 5h 5s 5d 6d} (flopped=true)], isPlo=true]
[Hour=316, Hand=null, isPlo=null]
[Hour=317, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=318, Hand=[PokerHand: handType=QUADS {8d Qh Qs Qd Qc} (flopped=false)], isPlo=true]
[Hour=319, Hand=[PokerHand: handType=QUADS {6d Ks Kc Kh Kd}], isPlo=false]
[Hour=320, Hand=[PokerHand: handType=QUADS {2h 2d 2c 2s Js}], isPlo=false]
[Hour=321, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=322, Hand=[PokerHand: handType=QUADS {Jc Jh Js Jd Qh} (flopped=false)], isPlo=true]
[Hour=323, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c} (flopped=false)], isPlo=true]
[Hour=324, Hand=[PokerHand: handType=FULL_HOUSE {6c 6s Td Ts Th}], isPlo=false]
[Hour=325, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=326, Hand=[PokerHand: handType=QUADS {8c 8h 8d 8s Td} (flopped=false)], isPlo=true]
[Hour=327, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td}], isPlo=false]
[Hour=328, Hand=[PokerHand: handType=QUADS {Jc Jd Jh Js Ks}], isPlo=false]
[Hour=329, Hand=[PokerHand: handType=FULL_HOUSE {6s 6c Ks Kd Kc}], isPlo=false]
[Hour=330, Hand=[PokerHand: handType=QUADS {6s Ac Ad As Ah}], isPlo=false]
[Hour=331, Hand=[PokerHand: handType=QUADS {7h 7c 7s 7d Qd} (flopped=false)], isPlo=true]
[Hour=332, Hand=[PokerHand: handType=FULL_HOUSE {3h 3s 5c 5h 5d}], isPlo=false]
[Hour=333, Hand=[PokerHand: handType=QUADS {Td Tc Th Ts Ks} (flopped=false)], isPlo=true]
[Hour=334, Hand=[PokerHand: handType=QUADS {Th Qs Qh Qd Qc} (flopped=false)], isPlo=true]
[Hour=335, Hand=[PokerHand: handType=FULL_HOUSE {5d 5s Ac As Ah}], isPlo=false]
[Hour=336, Hand=[PokerHand: handType=QUADS {Jd Jh Jc Js Ac} (flopped=false)], isPlo=true]
[Hour=337, Hand=[PokerHand: handType=QUADS {Js Jc Jh Jd Ad} (flopped=false)], isPlo=true]
[Hour=338, Hand=[PokerHand: handType=QUADS {Js As Ac Ad Ah} (flopped=false)], isPlo=true]
[Hour=339, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=340, Hand=[PokerHand: handType=FULL_HOUSE {Th Td Tc Jc Jh}], isPlo=false]
[Hour=341, Hand=[PokerHand: handType=QUADS {2c 2s 2h 2d Tc}], isPlo=false]
[Hour=342, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=343, Hand=[PokerHand: handType=FULL_HOUSE {8s 8c 8h Qh Qs}], isPlo=false]
[Hour=344, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c} (flopped=false)], isPlo=true]
[Hour=345, Hand=[PokerHand: handType=QUADS {5d 5c 5s 5h 7d} (flopped=false)], isPlo=true]
[Hour=346, Hand=[PokerHand: handType=QUADS {6h 6s 6c 6d 7d} (flopped=false)], isPlo=true]
[Hour=347, Hand=[PokerHand: handType=QUADS {Ks Ac Ad As Ah} (flopped=false)], isPlo=true]
[Hour=348, Hand=[PokerHand: handType=QUADS {8h 8d 8c 8s Qd} (flopped=false)], isPlo=true]
[Hour=349, Hand=[PokerHand: handType=QUADS {9c 9s 9d 9h Td}], isPlo=false]
[Hour=350, Hand=[PokerHand: handType=QUADS {7c Ks Kh Kd Kc}], isPlo=false]
[Hour=351, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=352, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=353, Hand=[PokerHand: handType=FULL_HOUSE {Kc Ks Ac Ah Ad}], isPlo=false]
[Hour=354, Hand=[PokerHand: handType=QUADS {9c 9s 9d 9h Jh} (flopped=false)], isPlo=true]
[Hour=355, Hand=[PokerHand: handType=FULL_HOUSE {6h 6s Ks Kc Kh}], isPlo=false]
[Hour=356, Hand=[PokerHand: handType=QUADS {8s As Ah Ad Ac} (flopped=false)], isPlo=true]
[Hour=357, Hand=[PokerHand: handType=QUADS {Ks Kc Kh Kd Ad} (flopped=false)], isPlo=true]
[Hour=358, Hand=[PokerHand: handType=FULL_HOUSE {4c 4s Ah Ad As}], isPlo=false]
[Hour=359, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=360, Hand=[PokerHand: handType=FULL_HOUSE {2d 2h 9h 9d 9c}], isPlo=false]
[Hour=361, Hand=[PokerHand: handType=QUADS {Jc Jh Js Jd Ac}], isPlo=false]
[Hour=362, Hand=[PokerHand: handType=FULL_HOUSE {3d 3c Ac Ad Ah}], isPlo=false]
[Hour=363, Hand=[PokerHand: handType=QUADS {Qh Ks Kc Kh Kd} (flopped=false)], isPlo=true]
[Hour=364, Hand=[PokerHand: handType=QUADS {Jc Jd Js Jh Kh} (flopped=false)], isPlo=true]
[Hour=365, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4c 5c 6c 7c 8c} (flopped=false)], isPlo=true]
[Hour=366, Hand=[PokerHand: handType=QUADS {Tc Th Td Ts Jh} (flopped=false)], isPlo=true]
[Hour=367, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=368, Hand=[PokerHand: handType=QUADS {5d 5c 5h 5s 8s} (flopped=false)], isPlo=true]
[Hour=369, Hand=[PokerHand: handType=QUADS {Kc Kh Ks Kd Ad}], isPlo=false]
[Hour=370, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=true)], isPlo=true]
[Hour=371, Hand=[PokerHand: handType=FULL_HOUSE {6d 6h Ac Ah Ad}], isPlo=false]
[Hour=372, Hand=[PokerHand: handType=QUADS {8c Qs Qc Qd Qh} (flopped=false)], isPlo=true]
[Hour=373, Hand=[PokerHand: handType=QUADS {Qc Qh Qs Qd Ac} (flopped=false)], isPlo=true]
[Hour=374, Hand=[PokerHand: handType=FULL_HOUSE {2c 2h Ac As Ad}], isPlo=false]
[Hour=375, Hand=[PokerHand: handType=FULL_HOUSE {4h 4s 4c 8d 8c}], isPlo=false]
[Hour=376, Hand=[PokerHand: handType=QUADS {Jh Qc Qs Qd Qh} (flopped=false)], isPlo=true]
[Hour=377, Hand=[PokerHand: handType=FULL_HOUSE {6d 6c 8c 8h 8s}], isPlo=false]
[Hour=378, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=379, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=false)], isPlo=true]
[Hour=380, Hand=[PokerHand: handType=FULL_HOUSE {9h 9s Kh Kd Kc}], isPlo=false]
[Hour=381, Hand=[PokerHand: handType=QUADS {Jd Jc Js Jh Qs} (flopped=false)], isPlo=true]
[Hour=382, Hand=[PokerHand: handType=FULL_HOUSE {3s 3c 3h 5c 5s}], isPlo=false]
[Hour=383, Hand=[PokerHand: handType=QUADS {Qc Ac Ah As Ad} (flopped=false)], isPlo=true]
[Hour=384, Hand=[PokerHand: handType=FULL_HOUSE {4h 4s 4d 6d 6s}], isPlo=false]
[Hour=385, Hand=[PokerHand: handType=QUADS {Kc Ah As Ac Ad} (flopped=false)], isPlo=true]
[Hour=386, Hand=null, isPlo=null]
[Hour=387, Hand=[PokerHand: handType=QUADS {6h 6s 6c 6d 8c} (flopped=false)], isPlo=true]
[Hour=388, Hand=[PokerHand: handType=QUADS {Jc Qh Qd Qc Qs} (flopped=false)], isPlo=true]
[Hour=389, Hand=[PokerHand: handType=QUADS {Tc Ts Td Th Kc} (flopped=false)], isPlo=true]
[Hour=390, Hand=[PokerHand: handType=QUADS {9h Ad As Ac Ah} (flopped=false)], isPlo=true]
[Hour=391, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3h 4h 5h 6h 7h} (flopped=false)], isPlo=true]
[Hour=392, Hand=[PokerHand: handType=QUADS {8s 8h 8d 8c Kd} (flopped=false)], isPlo=true]
[Hour=393, Hand=[PokerHand: handType=QUADS {8s Ad Ac Ah As} (flopped=false)], isPlo=true]
[Hour=394, Hand=[PokerHand: handType=FULL_HOUSE {Js Jh Jd Ks Kd}], isPlo=false]
[Hour=395, Hand=[PokerHand: handType=FULL_HOUSE {4s 4d 4c 6h 6c}], isPlo=false]
[Hour=396, Hand=[PokerHand: handType=FULL_HOUSE {4c 4s Qh Qc Qd}], isPlo=false]
[Hour=397, Hand=[PokerHand: handType=QUADS {8h Tc Td Ts Th}], isPlo=false]
[Hour=398, Hand=[PokerHand: handType=QUADS {8s Ac Ad Ah As} (flopped=true)], isPlo=true]
[Hour=399, Hand=[PokerHand: handType=FULL_HOUSE {2s 2h Kh Ks Kc}], isPlo=false]
[Hour=400, Hand=[PokerHand: handType=QUADS {Jd Jc Js Jh Qs} (flopped=false)], isPlo=true]
[Hour=401, Hand=[PokerHand: handType=QUADS {8s As Ad Ac Ah} (flopped=false)], isPlo=true]
[Hour=402, Hand=[PokerHand: handType=FULL_HOUSE {3d 3c 9d 9c 9h}], isPlo=false]
[Hour=403, Hand=[PokerHand: handType=QUADS {9s Ks Kd Kc Kh} (flopped=false)], isPlo=true]
[Hour=404, Hand=[PokerHand: handType=FULL_HOUSE {9c 9d 9s Ac As}], isPlo=false]
[Hour=405, Hand=null, isPlo=null]
[Hour=406, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jh Ks Kd Kc}], isPlo=false]
[Hour=407, Hand=[PokerHand: handType=FULL_HOUSE {5h 5c Qc Qs Qh}], isPlo=false]
[Hour=408, Hand=[PokerHand: handType=QUADS {Qh Qc Qd Qs Ah} (flopped=false)], isPlo=true]
[Hour=409, Hand=[PokerHand: handType=QUADS {6h 8s 8d 8h 8c}], isPlo=false]
[Hour=410, Hand=[PokerHand: handType=QUADS {8h 8s 8d 8c Jc} (flopped=false)], isPlo=true]
[Hour=411, Hand=[PokerHand: handType=FULL_HOUSE {2c 2d Jd Jh Js}], isPlo=false]
[Hour=412, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=413, Hand=[PokerHand: handType=QUADS {6h 6d 6s 6c 7c}], isPlo=false]
[Hour=414, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd}], isPlo=false]
[Hour=415, Hand=null, isPlo=null]
[Hour=416, Hand=[PokerHand: handType=QUADS {6s Qd Qs Qh Qc} (flopped=false)], isPlo=true]
[Hour=417, Hand=[PokerHand: handType=FULL_HOUSE {3d 3h Kh Ks Kc}], isPlo=false]
[Hour=418, Hand=[PokerHand: handType=FULL_HOUSE {Th Td Ad As Ac}], isPlo=false]
[Hour=419, Hand=[PokerHand: handType=QUADS {6c Ks Kc Kh Kd} (flopped=false)], isPlo=true]
[Hour=420, Hand=[PokerHand: handType=FULL_HOUSE {2h 2c Ad Ac Ah}], isPlo=false]
[Hour=421, Hand=[PokerHand: handType=QUADS {2d 2s 2h 2c 6d}], isPlo=false]
[Hour=422, Hand=[PokerHand: handType=FULL_HOUSE {5c 5d 8h 8d 8c}], isPlo=false]
[Hour=423, Hand=[PokerHand: handType=FULL_HOUSE {6d 6c Tc Th Td}], isPlo=false]
[Hour=424, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=425, Hand=[PokerHand: handType=QUADS {Qh Qd Qc Qs Ah} (flopped=false)], isPlo=true]
[Hour=426, Hand=[PokerHand: handType=QUADS {5c 5d 5s 5h 7c} (flopped=false)], isPlo=true]
[Hour=427, Hand=null, isPlo=null]
[Hour=428, Hand=[PokerHand: handType=QUADS {Jd Ac As Ad Ah} (flopped=false)], isPlo=true]
[Hour=429, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Tc Kh Kc}], isPlo=false]
[Hour=430, Hand=[PokerHand: handType=QUADS {9d 9s 9c 9h Th} (flopped=false)], isPlo=true]
[Hour=431, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd}], isPlo=false]
[Hour=432, Hand=[PokerHand: handType=QUADS {5c 5d 5s 5h 9d} (flopped=false)], isPlo=true]
[Hour=433, Hand=[PokerHand: handType=FULL_HOUSE {6d 6c Qd Qc Qh}], isPlo=false]
[Hour=434, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c} (flopped=false)], isPlo=true]
[Hour=435, Hand=[PokerHand: handType=QUADS {Tc Th Td Ts Qs} (flopped=false)], isPlo=true]
[Hour=436, Hand=[PokerHand: handType=QUADS {Tc Th Td Ts Qs} (flopped=false)], isPlo=true]
[Hour=437, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=438, Hand=[PokerHand: handType=QUADS {Th Td Ts Tc Ad} (flopped=false)], isPlo=true]
[Hour=439, Hand=[PokerHand: handType=FULL_HOUSE {7c 7d 7h Ac As}], isPlo=false]
[Hour=440, Hand=[PokerHand: handType=QUADS {7h Ks Kh Kc Kd} (flopped=false)], isPlo=true]
[Hour=441, Hand=[PokerHand: handType=FULL_HOUSE {9d 9h 9s Kh Kc}], isPlo=false]
[Hour=442, Hand=[PokerHand: handType=QUADS {Ts Tc Td Th Jh} (flopped=true)], isPlo=true]
[Hour=443, Hand=[PokerHand: handType=QUADS {3h Tc Th Td Ts}], isPlo=false]
[Hour=444, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=445, Hand=[PokerHand: handType=QUADS {6d 6c 6h 6s 9d}], isPlo=false]
[Hour=446, Hand=[PokerHand: handType=QUADS {Th Ts Tc Td Kc} (flopped=false)], isPlo=true]
[Hour=447, Hand=[PokerHand: handType=QUADS {7s 7d 7h 7c 8s} (flopped=false)], isPlo=true]
[Hour=448, Hand=[PokerHand: handType=FULL_HOUSE {8h 8s 8d Td Tc}], isPlo=false]
[Hour=449, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=450, Hand=[PokerHand: handType=FULL_HOUSE {8c 8s Ad Ac As}], isPlo=false]
[Hour=451, Hand=[PokerHand: handType=FULL_HOUSE {Th Td Ah Ac As}], isPlo=false]
[Hour=452, Hand=[PokerHand: handType=QUADS {7d 7h 7s 7c Ac}], isPlo=false]
[Hour=453, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c} (flopped=false)], isPlo=true]
[Hour=454, Hand=[PokerHand: handType=FULL_HOUSE {2s 2c 8c 8s 8h}], isPlo=false]
[Hour=455, Hand=[PokerHand: handType=FULL_HOUSE {Th Td As Ac Ah}], isPlo=false]
[Hour=456, Hand=[PokerHand: handType=QUADS {Qs Ad Ac As Ah} (flopped=false)], isPlo=true]
[Hour=457, Hand=[PokerHand: handType=QUADS {Jd Ac Ad As Ah} (flopped=false)], isPlo=true]
[Hour=458, Hand=[PokerHand: handType=QUADS {Tc Ts Th Td Qd} (flopped=false)], isPlo=true]
[Hour=459, Hand=[PokerHand: handType=QUADS {3s 9c 9s 9h 9d}], isPlo=false]
[Hour=460, Hand=[PokerHand: handType=QUADS {6h 6c 6s 6d Td} (flopped=false)], isPlo=true]
[Hour=461, Hand=null, isPlo=null]
[Hour=462, Hand=null, isPlo=null]
[Hour=463, Hand=[PokerHand: handType=FULL_HOUSE {Ts Td As Ah Ad}], isPlo=false]
[Hour=464, Hand=[PokerHand: handType=FULL_HOUSE {9d 9c Kh Kc Ks}], isPlo=false]
[Hour=465, Hand=[PokerHand: handType=FULL_HOUSE {4c 4h 8s 8h 8c}], isPlo=false]
[Hour=466, Hand=[PokerHand: handType=QUADS {Tc As Ac Ah Ad}], isPlo=false]
[Hour=467, Hand=[PokerHand: handType=QUADS {5c 5h 5s 5d Th} (flopped=true)], isPlo=true]
[Hour=468, Hand=[PokerHand: handType=QUADS {Jd Qc Qs Qh Qd} (flopped=false)], isPlo=true]
[Hour=469, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=470, Hand=[PokerHand: handType=FULL_HOUSE {4d 4s Kh Kc Ks}], isPlo=false]
[Hour=471, Hand=[PokerHand: handType=QUADS {7s 7c 7h 7d Ts} (flopped=false)], isPlo=true]
[Hour=472, Hand=[PokerHand: handType=QUADS {Jd Qh Qs Qc Qd} (flopped=false)], isPlo=true]
[Hour=473, Hand=[PokerHand: handType=FULL_HOUSE {2s 2c 9c 9s 9h}], isPlo=false]
[Hour=474, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h}], isPlo=false]
[Hour=475, Hand=[PokerHand: handType=FULL_HOUSE {6d 6c 7h 7s 7d}], isPlo=false]
[Hour=476, Hand=[PokerHand: handType=QUADS {4s 6d 6h 6s 6c}], isPlo=false]
[Hour=477, Hand=[PokerHand: handType=FULL_HOUSE {3c 3h Qs Qc Qd}], isPlo=false]
