, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d}], isPlo=false]
[Hour=88658, Hand=[PokerHand: handType=QUADS {7h 7s 7c 7d Jd} (flopped=false)], isPlo=true]
[Hour=88659, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=88660, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=true)], isPlo=true]
[Hour=88661, Hand=[PokerHand: handType=QUADS {9h Ks Kd Kh Kc} (flopped=false)], isPlo=true]
[Hour=88662, Hand=[PokerHand: handType=QUADS {7s Ks Kd Kc Kh}], isPlo=false]
[Hour=88663, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=88664, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h} (flopped=false)], isPlo=true]
[Hour=88665, Hand=[PokerHand: handType=QUADS {Jh Jd Jc Js Kh} (flopped=false)], isPlo=true]
[Hour=88666, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=88667, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=88668, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3s 4s 5s 6s 7s} (flopped=false)], isPlo=true]
[Hour=88669, Hand=[PokerHand: handType=QUADS {Kd Kc Kh Ks As}], isPlo=false]
[Hour=88670, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=88671, Hand=[PokerHand: handType=QUADS {Jh Jd Jc Js Ac} (flopped=false)], isPlo=true]
[Hour=88672, Hand=[PokerHand: handType=FULL_HOUSE {3h 3c Kc Kd Kh}], isPlo=false]
[Hour=88673, Hand=[PokerHand: handType=QUADS {9d Ad Ah As Ac} (flopped=false)], isPlo=true]
[Hour=88674, Hand=[PokerHand: handType=QUADS {Qc Qs Qh Qd Ad} (flopped=false)], isPlo=true]
[Hour=88675, Hand=[PokerHand: handType=QUADS {9d 9c 9s 9h Kd} (flopped=false)], isPlo=true]
[Hour=88676, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=88677, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=88678, Hand=[PokerHand: handType=QUADS {Qh Qs Qc Qd Kc} (flopped=false)], isPlo=true]
[Hour=88679, Hand=[PokerHand: handType=QUADS {Tc Th Td Ts Ad} (flopped=false)], isPlo=true]
[Hour=88680, Hand=[PokerHand: handType=QUADS {4s 4d 4h 4c Jc}], isPlo=false]
[Hour=88681, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=88682, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=88683, Hand=[PokerHand: handType=QUADS {9s 9d 9h 9c Qh} (flopped=false)], isPlo=true]
[Hour=88684, Hand=[PokerHand: handType=QUADS {8s Ad Ac As Ah}], isPlo=false]
[Hour=88685, Hand=[PokerHand: handType=QUADS {5h 7s 7d 7c 7h}], isPlo=false]
[Hour=88686, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=false)], isPlo=true]
[Hour=88687, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=88688, Hand=[PokerHand: handType=FULL_HOUSE {Kd Kh Ks Ah Ad}], isPlo=false]
[Hour=88689, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=88690, Hand=[PokerHand: handType=QUADS {7h 7d 7s 7c Qh} (flopped=false)], isPlo=true]
[Hour=88691, Hand=[PokerHand: handType=QUADS {2h Jd Jh Js Jc}], isPlo=false]
[Hour=88692, Hand=[PokerHand: handType=QUADS {6c As Ah Ac Ad} (flopped=false)], isPlo=true]
[Hour=88693, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=88694, Hand=[PokerHand: handType=QUADS {7c 7d 7s 7h Ad} (flopped=false)], isPlo=true]
[Hour=88695, Hand=[PokerHand: handType=QUADS {8d 8h 8s 8c Ac} (flopped=false)], isPlo=true]
[Hour=88696, Hand=[PokerHand: handType=FULL_HOUSE {Kc Kh Kd Ah Ad}], isPlo=false]
[Hour=88697, Hand=[PokerHand: handType=QUADS {Qd Qs Qh Qc Kh} (flopped=true)], isPlo=true]
[Hour=88698, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
[Hour=88699, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=88700, Hand=[PokerHand: handType=QUADS {Qc Ad Ac Ah As}], isPlo=false]
[Hour=88701, Hand=[PokerHand: handType=FULL_HOUSE {4h 4c Td Th Ts}], isPlo=false]
[Hour=88702, Hand=[PokerHand: handType=QUADS {Kh Kd Kc Ks Ad} (flopped=false)], isPlo=true]
[Hour=88703, Hand=[PokerHand: handType=QUADS {Js Qs Qh Qd Qc} (flopped=false)], isPlo=true]
[Hour=88704, Hand=[PokerHand: handType=QUADS {Td Th Tc Ts Ad} (flopped=false)], isPlo=true]
[Hour=88705, Hand=[PokerHand: handType=QUADS {8s 8d 8c 8h 9s} (flopped=false)], isPlo=true]
[Hour=88706, Hand=[PokerHand: handType=FULL_HOUSE {Js Jd Ac Ad Ah}], isPlo=false]
[Hour=88707, Hand=[PokerHand: handType=QUADS {9c Ah Ac As Ad} (flopped=true)], isPlo=true]
[Hour=88708, Hand=[PokerHand: handType=QUADS {Jd Jh Js Jc Ah} (flopped=false)], isPlo=true]
[Hour=88709, Hand=[PokerHand: handType=QUADS {8s Kd Ks Kh Kc} (flopped=false)], isPlo=true]
[Hour=88710, Hand=[PokerHand: handType=QUADS {Js Jc Jh Jd Qs} (flopped=false)], isPlo=true]
[Hour=88711, Hand=[PokerHand: handType=QUADS {7h 7c 7s 7d Qd} (flopped=false)], isPlo=true]
[Hour=88712, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=false)], isPlo=true]
[Hour=88713, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s}], isPlo=false]
[Hour=88714, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=88715, Hand=[PokerHand: handType=QUADS {8d 9c 9h 9d 9s} (flopped=false)], isPlo=true]
[Hour=88716, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qs Ad Ah Ac}], isPlo=false]
[Hour=88717, Hand=[PokerHand: handType=FULL_HOUSE {2d 2h 2c 3s 3c}], isPlo=false]
[Hour=88718, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=88719, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=88720, Hand=[PokerHand: handType=QUADS {9h 9s 9c 9d Kc} (flopped=false)], isPlo=true]
[Hour=88721, Hand=[PokerHand: handType=QUADS {Ks Ah As Ad Ac} (flopped=false)], isPlo=true]
[Hour=88722, Hand=[PokerHand: handType=QUADS {8h 8d 8s 8c Qs}], isPlo=false]
[Hour=88723, Hand=[PokerHand: handType=FULL_HOUSE {9s 9h Qs Qh Qd}], isPlo=false]
[Hour=88724, Hand=[PokerHand: handType=QUADS {7s Kd Kc Ks Kh}], isPlo=false]
[Hour=88725, Hand=[PokerHand: handType=QUADS {9c Js Jd Jc Jh} (flopped=false)], isPlo=true]
[Hour=88726, Hand=[PokerHand: handType=QUADS {2s As Ah Ac Ad}], isPlo=false]
[Hour=88727, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c} (flopped=false)], isPlo=true]
[Hour=88728, Hand=[PokerHand: handType=QUADS {8h Kh Kc Kd Ks} (flopped=false)], isPlo=true]
[Hour=88729, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=88730, Hand=[PokerHand: handType=QUADS {Qh Qd Qc Qs As} (flopped=false)], isPlo=true]
[Hour=88731, Hand=[PokerHand: handType=QUADS {2c Jh Js Jd Jc}], isPlo=false]
[Hour=88732, Hand=[PokerHand: handType=QUADS {8s Jh Js Jc Jd}], isPlo=false]
[Hour=88733, Hand=[PokerHand: handType=QUADS {Tc Qs Qd Qc Qh}], isPlo=false]
[Hour=88734, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=88735, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks}], isPlo=false]
[Hour=88736, Hand=[PokerHand: handType=QUADS {9h Qs Qd Qh Qc} (flopped=true)], isPlo=true]
[Hour=88737, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc}], isPlo=false]
[Hour=88738, Hand=[PokerHand: handType=QUADS {Tc Ts Th Td Kc} (flopped=false)], isPlo=true]
[Hour=88739, Hand=[PokerHand: handType=QUADS {8s Td Ts Tc Th} (flopped=false)], isPlo=true]
[Hour=88740, Hand=[PokerHand: handType=QUADS {Kd Ac Ah Ad As} (flopped=false)], isPlo=true]
[Hour=88741, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=88742, Hand=[PokerHand: handType=QUADS {Qh Qs Qc Qd As} (flopped=false)], isPlo=true]
[Hour=88743, Hand=[PokerHand: handType=QUADS {Jd Js Jh Jc As} (flopped=false)], isPlo=true]
[Hour=88744, Hand=[PokerHand: handType=QUADS {Td Ac Ad Ah As} (flopped=false)], isPlo=true]
[Hour=88745, Hand=[PokerHand: handType=FULL_HOUSE {4s 4c 5c 5h 5d}], isPlo=false]
[Hour=88746, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jh Ad Ac Ah}], isPlo=false]
[Hour=88747, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=88748, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=88749, Hand=[PokerHand: handType=QUADS {Js Kh Ks Kc Kd} (flopped=false)], isPlo=true]
[Hour=88750, Hand=[PokerHand: handType=QUADS {7s Qh Qc Qs Qd} (flopped=false)], isPlo=true]
[Hour=88751, Hand=[PokerHand: handType=QUADS {Qs Qd Qh Qc Kh} (flopped=false)], isPlo=true]
[Hour=88752, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qc Kc Kd Kh}], isPlo=false]
[Hour=88753, Hand=[PokerHand: handType=FULL_HOUSE {Jd Jh Js Kd Kh}], isPlo=false]
[Hour=88754, Hand=[PokerHand: handType=QUADS {Tc Ts Td Th As} (flopped=false)], isPlo=true]
[Hour=88755, Hand=[PokerHand: handType=QUADS {8s 8h 8d 8c Jh} (flopped=false)], isPlo=true]
[Hour=88756, Hand=[PokerHand: handType=QUADS {Qd Qh Qc Qs Kc} (flopped=false)], isPlo=true]
[Hour=88757, Hand=[PokerHand: handType=QUADS {Qh Ah Ac Ad As} (flopped=false)], isPlo=true]
[Hour=88758, Hand=[PokerHand: handType=QUADS {9c 9d 9h 9s Ts} (flopped=true)], isPlo=true]
[Hour=88759, Hand=[PokerHand: handType=QUADS {3h 3s 3c 3d 4c}], isPlo=false]
[Hour=88760, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=true)], isPlo=true]
[Hour=88761, Hand=[PokerHand: handType=QUADS {2s 2c 2h 2d Qh}], isPlo=false]
[Hour=88762, Hand=[PokerHand: handType=QUADS {9s 9h 9d 9c As}], isPlo=false]
[Hour=88763, Hand=[PokerHand: handType=QUADS {Ts Tc Td Th Qs} (flopped=false)], isPlo=true]
[Hour=88764, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
[Hour=88765, Hand=[PokerHand: handType=QUADS {Td Ad Ac As Ah} (flopped=false)], isPlo=true]
[Hour=88766, Hand=[PokerHand: handType=QUADS {Td Kc Ks Kh Kd} (flopped=false)], isPlo=true]
[Hour=88767, Hand=[PokerHand: handType=FULL_HOUSE {2s 2c Ah As Ad}], isPlo=false]
[Hour=88768, Hand=[PokerHand: handType=QUADS {Qd Ks Kd Kh Kc}], isPlo=false]
[Hour=88769, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=88770, Hand=[PokerHand: handType=QUADS {5h Ah Ad Ac As} (flopped=false)], isPlo=true]
[Hour=88771, Hand=[PokerHand: handType=QUADS {Jh Jd Jc Js Qs} (flopped=false)], isPlo=true]
[Hour=88772, Hand=[PokerHand: handType=QUADS {Qs Qc Qd Qh As} (flopped=false)], isPlo=true]
[Hour=88773, Hand=null, isPlo=null]
[Hour=88774, Hand=[PokerHand: handType=QUADS {8s 8c 8h 8d Qs} (flopped=false)], isPlo=true]
[Hour=88775, Hand=[PokerHand: handType=FULL_HOUSE {Tc Ts Ks Kd Kh}], isPlo=false]
[Hour=88776, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qc Qs Ad Ac}], isPlo=false]
[Hour=88777, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=88778, Hand=[PokerHand: handType=QUADS {Js Jd Jh Jc Qs} (flopped=false)], isPlo=true]
[Hour=88779, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4d 5d 6d 7d 8d} (flopped=false)], isPlo=true]
[Hour=88780, Hand=[PokerHand: handType=QUADS {Jc Kh Kd Kc Ks} (flopped=true)], isPlo=true]
[Hour=88781, Hand=[PokerHand: handType=QUADS {3s Th Td Tc Ts}], isPlo=false]
[Hour=88782, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=88783, Hand=[PokerHand: handType=QUADS {8s Kh Ks Kd Kc} (flopped=true)], isPlo=true]
[Hour=88784, Hand=[PokerHand: handType=QUADS {8h Kh Ks Kd Kc} (flopped=true)], isPlo=true]
[Hour=88785, Hand=[PokerHand: handType=QUADS {4s Qs Qh Qd Qc} (flopped=true)], isPlo=true]
[Hour=88786, Hand=[PokerHand: handType=QUADS {Jc Ac As Ad Ah} (flopped=false)], isPlo=true]
[Hour=88787, Hand=[PokerHand: handType=QUADS {Jc Qs Qc Qh Qd} (flopped=false)], isPlo=true]
[Hour=88788, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d} (flopped=false)], isPlo=true]
[Hour=88789, Hand=[PokerHand: handType=QUADS {Ts Td Th Tc Qh} (flopped=false)], isPlo=true]
[Hour=88790, Hand=[PokerHand: handType=QUADS {4s Ad As Ac Ah} (flopped=false)], isPlo=true]
[Hour=88791, Hand=[PokerHand: handType=QUADS {Tc Ah Ac Ad As} (flopped=false)], isPlo=true]
[Hour=88792, Hand=[PokerHand: handType=QUADS {Th Ts Td Tc Jd} (flopped=false)], isPlo=true]
[Hour=88793, Hand=[PokerHand: handType=QUADS {Qc Ac Ad As Ah} (flopped=false)], isPlo=true]
[Hour=88794, Hand=[PokerHand: handType=QUADS {9c Jh Js Jc Jd} (flopped=false)], isPlo=true]
[Hour=88795, Hand=[PokerHand: handType=QUADS {9s Js Jh Jd Jc} (flopped=false)], isPlo=true]
[Hour=88796, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=88797, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4d 5d 6d 7d 8d} (flopped=false)], isPlo=true]
[Hour=88798, Hand=[PokerHand: handType=QUADS {Jc Jd Js Jh Ks} (flopped=false)], isPlo=true]
[Hour=88799, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=88800, Hand=[PokerHand: handType=QUADS {Th Ts Tc Td Ks} (flopped=false)], isPlo=true]
[Hour=88801, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=88802, Hand=[PokerHand: handType=FULL_HOUSE {Js Jd Qc Qh Qs}], isPlo=false]
[Hour=88803, Hand=[PokerHand: handType=QUADS {Th Ts Td Tc As} (flopped=false)], isPlo=true]
[Hour=88804, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As} (flopped=false)], isPlo=true]
[Hour=88805, Hand=[PokerHand: handType=QUADS {Ks Kh Kd Kc As}], isPlo=false]
[Hour=88806, Hand=[PokerHand: handType=QUADS {8d 9d 9c 9h 9s} (flopped=false)], isPlo=true]
[Hour=88807, Hand=[PokerHand: handType=QUADS {5c Qh Qd Qs Qc} (flopped=false)], isPlo=true]
[Hour=88808, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=true)], isPlo=true]
[Hour=88809, Hand=[PokerHand: handType=FULL_HOUSE {6c 6s Ks Kd Kh}], isPlo=false]
[Hour=88810, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs}], isPlo=false]
[Hour=88811, Hand=[PokerHand: handType=QUADS {6d Ac Ah Ad As} (flopped=false)], isPlo=true]
[Hour=88812, Hand=[PokerHand: handType=QUADS {Jc Qd Qs Qh Qc} (flopped=false)], isPlo=true]
[Hour=88813, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7h 8h 9h Th Jh} (flopped=false)], isPlo=true]
[Hour=88814, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=88815, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=88816, Hand=[PokerHand: handType=QUADS {Js Kh Kd Kc Ks} (flopped=false)], isPlo=true]
[Hour=88817, Hand=[PokerHand: handType=FULL_HOUSE {9h 9c 9s Qs Qd}], isPlo=false]
[Hour=88818, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3h 4h 5h 6h 7h} (flopped=true)], isPlo=true]
[Hour=88819, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=88820, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=true)], isPlo=true]
[Hour=88821, Hand=[PokerHand: handType=QUADS {9c 9d 9s 9h Qd} (flopped=true)], isPlo=true]
[Hour=88822, Hand=[PokerHand: handType=QUADS {9d Ks Kd Kc Kh} (flopped=false)], isPlo=true]
[Hour=88823, Hand=[PokerHand: handType=QUADS {Kh Ah As Ac Ad} (flopped=false)], isPlo=true]
[Hour=88824, Hand=[PokerHand: handType=QUADS {Tc Td Ts Th Ac} (flopped=false)], isPlo=true]
[Hour=88825, Hand=[PokerHand: handType=QUADS {9h Jh Jd Js Jc} (flopped=false)], isPlo=true]
[Hour=88826, Hand=[PokerHand: handType=QUADS {6s As Ad Ah Ac}], isPlo=false]
[Hour=88827, Hand=[PokerHand: handType=QUADS {9h Kc Kd Ks Kh} (flopped=false)], isPlo=true]
[Hour=88828, Hand=[PokerHand: handType=QUADS {Qd Ad Ac Ah As} (flopped=false)], isPlo=true]
[Hour=88829, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4d 5d 6d 7d 8d} (flopped=false)], isPlo=true]
[Hour=88830, Hand=[PokerHand: handType=QUADS {Qs Qh Qc Qd Kh} (flopped=false)], isPlo=true]
[Hour=88831, Hand=[PokerHand: handType=FULL_HOUSE {6d 6s 6h Ah Ad}], isPlo=false]
[Hour=88832, Hand=[PokerHand: handType=QUADS {9s Kd Kh Kc Ks} (flopped=false)], isPlo=true]
[Hour=88833, Hand=[PokerHand: handType=QUADS {Td Tc Th Ts Kh} (flopped=false)], isPlo=true]
[Hour=88834, Hand=[PokerHand: handType=FULL_HOUSE {4c 4h Ah Ac Ad}], isPlo=false]
[Hour=88835, Hand=[PokerHand: handType=FULL_HOUSE {7s 7h Ah As Ac}], isPlo=false]
[Hour=88836, Hand=[PokerHand: handType=QUADS {Jd Jh Jc Js Ac} (flopped=false)], isPlo=true]
[Hour=88837, Hand=[PokerHand: handType=QUADS {Td Ts Tc Th Js} (flopped=false)], isPlo=true]
[Hour=88838, Hand=[PokerHand: handType=QUADS {Tc Td Th Ts Ks} (flopped=false)], isPlo=true]
[Hour=88839, Hand=[PokerHand: handType=FULL_HOUSE {Th Ts Ks Kd Kc}], isPlo=false]
[Hour=88840, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=88841, Hand=[PokerHand: handType=QUADS {Th Jh Jd Js Jc} (flopped=false)], isPlo=true]
[Hour=88842, Hand=[PokerHand: handType=QUADS {Qs Ah Ad As Ac} (flopped=false)], isPlo=true]
[Hour=88843, Hand=[PokerHand: handType=QUADS {Qd Qh Qc Qs As} (flopped=false)], isPlo=true]
[Hour=88844, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=88845, Hand=[PokerHand: handType=QUADS {Jd Jh Js Jc Ad} (flopped=false)], isPlo=true]
[Hour=88846, Hand=[PokerHand: handType=QUADS {Td Tc Ts Th Qh} (flopped=false)], isPlo=true]
[Hour=88847, Hand=[PokerHand: handType=QUADS {Qs Kc Kh Kd Ks}], isPlo=false]
[Hour=88848, Hand=[PokerHand: handType=FULL_HOUSE {8d 8h 8c Js Jc}], isPlo=false]
[Hour=88849, Hand=[PokerHand: handType=QUADS {6c Jh Jd Js Jc} (flopped=false)], isPlo=true]
[Hour=88850, Hand=[PokerHand: handType=QUADS {5h 9d 9h 9s 9c}], isPlo=false]
[Hour=88851, Hand=[PokerHand: handType=QUADS {Td Jc Jd Jh Js} (flopped=false)], isPlo=true]
[Hour=88852, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=88853, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qs Kh Kd Kc}], isPlo=false]
[Hour=88854, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=88855, Hand=[PokerHand: handType=QUADS {9d 9c 9s 9h Qh} (flopped=false)], isPlo=true]
[Hour=88856, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s}], isPlo=false]
[Hour=88857, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=88858, Hand=[PokerHand: handType=QUADS {6s 6c 6h 6d Kc}], isPlo=false]
[Hour=88859, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=false)], isPlo=true]
[Hour=88860, Hand=[PokerHand: handType=FULL_HOUSE {2c 2s Qs Qh Qd}], isPlo=false]
[Hour=88861, Hand=[PokerHand: handType=QUADS {5h As Ah Ac Ad} (flopped=false)], isPlo=true]
[Hour=88862, Hand=[PokerHand: handType=QUADS {9d Jd Js Jc Jh} (flopped=false)], isPlo=true]
[Hour=88863, Hand=[PokerHand: handType=QUADS {Ks Ac As Ah Ad} (flopped=false)], isPlo=true]
[Hour=88864, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=88865, Hand=[PokerHand: handType=QUADS {8c 8h 8d 8s Qh} (flopped=false)], isPlo=true]
[Hour=88866, Hand=[PokerHand: handType=QUADS {Kh Ad As Ah Ac}], isPlo=false]
[Hour=88867, Hand=[PokerHand: handType=FULL_HOUSE {6d 6s As Ac Ad}], isPlo=false]
[Hour=88868, Hand=[PokerHand: handType=QUADS {5s Js Jd Jc Jh} (flopped=false)], isPlo=true]
[Hour=88869, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=88870, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=88871, Hand=[PokerHand: handType=QUADS {6d Qc Qs Qh Qd}], isPlo=false]
[Hour=88872, Hand=[PokerHand: handType=QUADS {8s Kh Ks Kd Kc} (flopped=false)], isPlo=true]
[Hour=88873, Hand=[PokerHand: handType=QUADS {Ts Td Th Tc Qc} (flopped=false)], isPlo=true]
[Hour=88874, Hand=[PokerHand: handType=QUADS {Kh Ah As Ac Ad} (flopped=false)], isPlo=true]
[Hour=88875, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s}], isPlo=false]
[Hour=88876, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=88877, Hand=[PokerHand: handType=QUADS {Kd Ac Ad As Ah} (flopped=false)], isPlo=true]
[Hour=88878, Hand=[PokerHand: handType=FULL_HOUSE {5s 5c Qd Qs Qc}], isPlo=false]
[Hour=88879, Hand=[PokerHand: handType=QUADS {Qd Qh Qs Qc Kh}], isPlo=false]
[Hour=88880, Hand=[PokerHand: handType=QUADS {Kh Kd Kc Ks Ah} (flopped=false)], isPlo=true]
[Hour=88881, Hand=[PokerHand: handType=FULL_HOUSE {Ts Tc Kc Kd Ks}], isPlo=false]
[Hour=88882, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=88883, Hand=[PokerHand: handType=QUADS {9s 9h 9c 9d As} (flopped=false)], isPlo=true]
[Hour=88884, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d} (flopped=false)], isPlo=true]
[Hour=88885, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=88886, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d}], isPlo=false]
[Hour=88887, Hand=[PokerHand: handType=QUADS {Qh Qs Qd Qc As} (flopped=false)], isPlo=true]
[Hour=88888, Hand=[PokerHand: handType=QUADS {Jc Jh Jd Js Ks}], isPlo=false]
[Hour=88889, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=88890, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d} (flopped=false)], isPlo=true]
[Hour=88891, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=88892, Hand=[PokerHand: handType=QUADS {7h 7s 7d 7c Kc} (flopped=false)], isPlo=true]
[Hour=88893, Hand=[PokerHand: handType=QUADS {Tc Ah Ad Ac As}], isPlo=false]
